PhraseId,Sentiment
156812,2.17199
156813,1.7425
156814,1.96522
156815,1.70538
156816,2.32164
156817,1.58213
156818,1.25641
156819,1.66356
156820,1.66356
156821,1.77918
156822,1.77918
156823,1.62501
156824,1.62501
156825,1.0625
156826,1.90627
156827,1.90627
156828,1.97015
156829,1.84239
156830,2.67306
156831,2.67306
156832,2.76697
156833,2.76697
156834,2.90305
156835,2.90305
156836,2.95532
156837,2.99111
156838,2.99111
156839,3.28455
156840,2.69767
156841,2.88372
156842,2.88372
156843,2.22263
156844,1.84894
156845,1.80272
156846,1.80272
156847,1.97562
156848,2.51313
156849,2.70462
156850,1.43812
156851,1.43812
156852,1.43812
156853,2.00667
156854,0.869565
156855,0.869565
156856,1.11111
156857,2.08005
156858,1.76283
156859,2.01271
156860,1.85031
156861,1.85031
156862,1.40984
156863,2.29078
156864,2.17511
156865,2.17511
156866,2.17511
156867,2
156868,2.35021
156869,1.69144
156870,1.69144
156871,1.74609
156872,1.82164
156873,1.67469
156874,1.67469
156875,0.6
156876,1.70075
156877,1.70075
156878,1.17209
156879,1.17209
156880,1.83292
156881,1.83292
156882,1.83485
156883,1.83485
156884,1.57447
156885,2.09524
156886,1.83099
156887,1.83099
156888,1.73684
156889,1.61858
156890,1.61858
156891,1.51806
156892,1.875
156893,1.42882
156894,1.71528
156895,1.33333
156896,1
156897,1.5
156898,2
156899,1
156900,1.93485
156901,2.25865
156902,2.25865
156903,1.90909
156904,2.60821
156905,1.87598
156906,1.87598
156907,2.24324
156908,1.83925
156909,1.83925
156910,1.83925
156911,1.58888
156912,1.58888
156913,1.53134
156914,1.64641
156915,1.90185
156916,1.90185
156917,2
156918,1.90185
156919,2.07143
156920,1.87762
156921,1.87762
156922,2.26241
156923,1.81349
156924,1.81349
156925,2.29686
156926,2.29686
156927,2.4
156928,2.19372
156929,2.19372
156930,2.19372
156931,1.5718
156932,1.6436
156933,1.6436
156934,1.6436
156935,1
156936,2.28721
156937,1.5
156938,1
156939,2
156940,2.1183
156941,2.15012
156942,2.25096
156943,2.25096
156944,2.18421
156945,2.18421
156946,2.2593
156947,2
156948,2.2593
156949,2.24428
156950,2.24428
156951,2.09084
156952,2.11305
156953,2.27431
156954,2.82474
156955,2.02047
156956,1.67913
156957,2.07737
156958,2.07737
156959,2.16238
156960,2.16238
156961,2.16746
156962,2.16111
156963,2.57865
156964,2.02193
156965,2.02193
156966,2.06579
156967,2
156968,2
156969,2
156970,2
156971,2.01648
156972,2.01648
156973,2.01648
156974,2.007
156975,1.48688
156976,2.18037
156977,2.18037
156978,2
156979,2.27056
156980,2.27056
156981,2.27056
156982,2.56522
156983,1.9759
156984,1.93969
156985,1.93969
156986,1.79412
156987,1.95425
156988,1.95425
156989,1.98735
156990,1.93585
156991,2
156992,1.93585
156993,2.00452
156994,2.05634
156995,1.97861
156996,1.97861
156997,2.30504
156998,1.65217
156999,1.93218
157000,1.93218
157001,2.19234
157002,2.19234
157003,1.96491
157004,1.80209
157005,1.51739
157006,1.89699
157007,2.57333
157008,1.55882
157009,1.61765
157010,1.5
157011,1.68869
157012,1.76477
157013,1.85294
157014,1.6766
157015,1.6766
157016,1.66967
157017,1.66967
157018,1.85243
157019,2.00591
157020,1.95745
157021,1.54545
157022,1.56002
157023,1.56002
157024,1.35227
157025,1.35227
157026,1.80453
157027,0.9
157028,0.9
157029,1.69852
157030,2.07479
157031,1.51039
157032,1.51039
157033,1.51039
157034,1.51039
157035,0.858586
157036,2.16219
157037,2.16219
157038,2.13428
157039,2.13428
157040,2.13428
157041,2.0363
157042,2.0363
157043,2.33333
157044,1.99917
157045,2.00926
157046,2.0108
157047,2.4734
157048,1.91828
157049,1.88426
157050,1.88426
157051,2.30714
157052,2.30714
157053,2.30714
157054,1.7433
157055,1.86849
157056,1.68071
157057,1.17391
157058,2.1875
157059,2
157060,2.1875
157061,2
157062,1.92857
157063,1.92857
157064,2.28124
157065,2.55684
157066,2.12325
157067,2.77364
157068,2.77364
157069,3.34375
157070,2.00564
157071,2.08199
157072,2.16398
157073,2
157074,1.92583
157075,1.92583
157076,1.82411
157077,1.41085
157078,1.87577
157079,1.72537
157080,1.72537
157081,1.44785
157082,1.01574
157083,1.91038
157084,1.95122
157085,1.88996
157086,1.77338
157087,2.12644
157088,2.12644
157089,2.13636
157090,2.12148
157091,2.16292
157092,2.38355
157093,2.2046
157094,2.5625
157095,2.5625
157096,2.07167
157097,2.07167
157098,1.96046
157099,1.96046
157100,1.96046
157101,1.96046
157102,1.9135
157103,1.9135
157104,2.09733
157105,2.16799
157106,2.25889
157107,2.32362
157108,2.32362
157109,2.36258
157110,2.36258
157111,2.36258
157112,3.15789
157113,1.56726
157114,2.28466
157115,2.63158
157116,1.93774
157117,2
157118,1.94074
157119,1.4
157120,2.01489
157121,1.99322
157122,2.08175
157123,2.08
157124,2.08
157125,2.08233
157126,1.60645
157127,2.32028
157128,2
157129,2.64055
157130,1.94779
157131,1.93019
157132,1.63376
157133,1.63376
157134,1.44384
157135,2.37269
157136,0.979412
157137,1.05882
157138,0.9
157139,2.07841
157140,2.07841
157141,2.53465
157142,2.53465
157143,2.53465
157144,2.01323
157145,3.77778
157146,3.77778
157147,1.71914
157148,1.71914
157149,0.833333
157150,0.833333
157151,1.8963
157152,1.8963
157153,1.85424
157154,1.90681
157155,1.85714
157156,1.92337
157157,1.92337
157158,1.92337
157159,1.77011
157160,2
157161,2
157162,2
157163,2.15893
157164,2.15893
157165,1.95103
157166,1.88054
157167,1.9777
157168,2
157169,1.9554
157170,1.85625
157171,1.77465
157172,1.86791
157173,1.82314
157174,1.82314
157175,1.2
157176,2.44628
157177,1.88581
157178,1.88581
157179,1.94643
157180,1.94643
157181,1.89286
157182,2
157183,1.8454
157184,1.26667
157185,2.13477
157186,1.90287
157187,1.90287
157188,2.36667
157189,2.36667
157190,2.36667
157191,2.06853
157192,2.06853
157193,2.15385
157194,2.05146
157195,1.69388
157196,2.14086
157197,2.14086
157198,2
157199,2.18781
157200,1.83844
157201,2.3625
157202,2.7
157203,1.92005
157204,1.95243
157205,1.95243
157206,1.23529
157207,2.13171
157208,2.13171
157209,1.96573
157210,1.52755
157211,0.833333
157212,0.833333
157213,2
157214,0.833333
157215,2.84211
157216,2.62963
157217,1.90206
157218,1.90206
157219,1.86317
157220,2
157221,1.86317
157222,1.5767
157223,1.5767
157224,0.78125
157225,2.37214
157226,1.95867
157227,1.95867
157228,2.02719
157229,2
157230,1.92441
157231,1.71875
157232,1.99296
157233,1.84583
157234,1.9
157235,1.79167
157236,1.85084
157237,1.69848
157238,2.06287
157239,2.25478
157240,2.25478
157241,0.969697
157242,2.30791
157243,2.30791
157244,1.81142
157245,1.81142
157246,1.8545
157247,1.8545
157248,1.79775
157249,1.79775
157250,1.87342
157251,1.7701
157252,1.66757
157253,1.87263
157254,1.87263
157255,2.08005
157256,2.08005
157257,1.9486
157258,1.96126
157259,1.94835
157260,1.95238
157261,1.90476
157262,2
157263,1.94028
157264,1.94354
157265,1.94354
157266,1.8
157267,1.95949
157268,1.95949
157269,2.00494
157270,2.16601
157271,1.86331
157272,2.31736
157273,1.82917
157274,2.80556
157275,2.80556
157276,2.80556
157277,1.92313
157278,1.92313
157279,1.92313
157280,1.92313
157281,2.22256
157282,2.39074
157283,1.72352
157284,1.72352
157285,1.14583
157286,2.01236
157287,2.01236
157288,1.89687
157289,2.12784
157290,2.60493
157291,2.44049
157292,2.44049
157293,2.22581
157294,2.54783
157295,2.54783
157296,1.78316
157297,2.76937
157298,2.76937
157299,2.76937
157300,3.27869
157301,2.51472
157302,2.51472
157303,2.51472
157304,3.07407
157305,2.00908
157306,2.14863
157307,2.14863
157308,2.14863
157309,1.98808
157310,1.90391
157311,2.07224
157312,2.20214
157313,2.9
157314,2.06257
157315,2.07273
157316,2.07273
157317,2.06003
157318,2.06003
157319,2.02667
157320,2.07115
157321,2.07115
157322,1.94006
157323,1.6766
157324,2.20353
157325,2.20353
157326,2.33333
157327,1.86953
157328,1.86953
157329,1.67685
157330,2.03791
157331,2.03791
157332,1.31579
157333,1.31579
157334,1.93375
157335,2.14039
157336,1.89242
157337,1.89242
157338,2.23958
157339,1.80563
157340,2.07012
157341,1.71747
157342,1.64763
157343,1.87288
157344,1.87288
157345,1.42238
157346,2
157347,1.42238
157348,1.42238
157349,1.85714
157350,2.45989
157351,2.45989
157352,2.8866
157353,2.24653
157354,2.36327
157355,2.12979
157356,1.81398
157357,1.81398
157358,1.81398
157359,1.80682
157360,1.80682
157361,1.85608
157362,1.85608
157363,1.53804
157364,1.93559
157365,1.93559
157366,0.857143
157367,2.29508
157368,2.01674
157369,2.01674
157370,2.43425
157371,3
157372,3
157373,1.75755
157374,1.83272
157375,1.725
157376,1.70744
157377,1.70744
157378,2
157379,1.56116
157380,2.33333
157381,0.788991
157382,2.1879
157383,2.19269
157384,2.20111
157385,2.31198
157386,2.31198
157387,2.1008
157388,1.90159
157389,2.01905
157390,1.78414
157391,2.3
157392,2.3
157393,2.6
157394,2.6
157395,2
157396,2.52316
157397,2.52316
157398,2.71154
157399,2.46037
157400,2.54545
157401,2.41783
157402,2.41783
157403,2.05328
157404,2.05328
157405,2.02323
157406,2.02323
157407,1.16216
157408,2.2385
157409,2.2385
157410,2.27691
157411,1.98592
157412,2.42241
157413,2.42241
157414,2.83824
157415,2.17893
157416,2.17893
157417,2.35319
157418,2.41548
157419,2.41548
157420,2.13095
157421,2.7
157422,2.29091
157423,2
157424,2.58182
157425,2.00466
157426,2.00466
157427,1.78009
157428,2.07951
157429,2.07951
157430,1.84654
157431,1.84654
157432,2.12455
157433,1.80159
157434,1.71052
157435,1.71354
157436,2.23077
157437,2.23077
157438,1.19632
157439,1.70448
157440,2.44752
157441,2.44752
157442,2.52885
157443,2.52885
157444,2.52885
157445,3.15385
157446,2.21635
157447,2.21635
157448,2.125
157449,2.125
157450,2.30769
157451,2
157452,1.98173
157453,1.90909
157454,2.67857
157455,2.35238
157456,2.0665
157457,1.8
157458,1.56726
157459,2
157460,1.38261
157461,1.38261
157462,1.44419
157463,2
157464,1.44419
157465,1.44419
157466,1.25946
157467,1.25946
157468,1.25946
157469,1.25946
157470,2.22067
157471,2
157472,2.22067
157473,2.22067
157474,2.23175
157475,2.24738
157476,2.24738
157477,1.94444
157478,2.30796
157479,2.41783
157480,2.37192
157481,2.18319
157482,2.20155
157483,2.16484
157484,2.55556
157485,2.55556
157486,2.22134
157487,2.22134
157488,2.09807
157489,2.00855
157490,2.00855
157491,1.85419
157492,2.27711
157493,2.27711
157494,2.28297
157495,2.28297
157496,2.74468
157497,2.19063
157498,1.16667
157499,2.44662
157500,2.21429
157501,2.21429
157502,2.52407
157503,2.52407
157504,2.18519
157505,2.69351
157506,2.52988
157507,2.52988
157508,2.85714
157509,2.15156
157510,2.18417
157511,2.4
157512,2
157513,2.8
157514,2.13525
157515,2.13525
157516,2.12986
157517,2.12986
157518,2.12986
157519,1.71429
157520,2.23375
157521,2.23375
157522,2.16806
157523,2.16806
157524,2
157525,2
157526,2.25208
157527,2.3625
157528,2.14167
157529,2.43085
157530,1.89787
157531,1.5812
157532,1
157533,1.87179
157534,2
157535,1.74359
157536,2.08787
157537,2.08787
157538,2.08787
157539,2.08787
157540,2.09624
157541,2.17306
157542,2.17306
157543,1.99465
157544,1.99465
157545,1.99465
157546,2.35294
157547,1.63636
157548,2.03382
157549,1.83621
157550,1.83621
157551,1.83621
157552,1.83621
157553,2
157554,2
157555,2
157556,2.05179
157557,2.05179
157558,2.05179
157559,2.05179
157560,2.05581
157561,2.12325
157562,2.04832
157563,2.11576
157564,2.37731
157565,2.37731
157566,2.28336
157567,2.47126
157568,1.94139
157569,1.94139
157570,2
157571,1.91209
157572,2
157573,1.82418
157574,1.96402
157575,1.96402
157576,1.96402
157577,1.94289
157578,2.13364
157579,1.97561
157580,2.29167
157581,2.29167
157582,1.5614
157583,1.5614
157584,2.0274
157585,2.0274
157586,1.57153
157587,1.57153
157588,1.57153
157589,1.95026
157590,1.84615
157591,1.38217
157592,1.33984
157593,1.33984
157594,1.175
157595,1.50467
157596,1.4245
157597,1.4245
157598,1.92593
157599,0.923077
157600,0.923077
157601,0.923077
157602,1.9448
157603,1.9448
157604,1.89674
157605,1.91851
157606,1.91851
157607,2
157608,1.91851
157609,1.92784
157610,1.91385
157611,1.91385
157612,1.91385
157613,1.69792
157614,1.99286
157615,1.99286
157616,1.99286
157617,1.99286
157618,1.97236
157619,1.97236
157620,2.21054
157621,2.2625
157622,2.15858
157623,1.496
157624,1.76258
157625,1.79371
157626,1.79371
157627,1.87438
157628,1.73203
157629,2.01674
157630,1.63235
157631,1.7554
157632,1.96013
157633,1.96013
157634,1.73834
157635,1.73834
157636,1.73834
157637,1.36207
157638,1.77255
157639,1.77255
157640,1.89091
157641,1.76071
157642,1.67429
157643,1.93094
157644,1.63762
157645,1.53682
157646,1.50768
157647,1.3846
157648,1.3846
157649,1.33696
157650,1.33696
157651,1.5
157652,1.17391
157653,1.43223
157654,0.769231
157655,2
157656,1.68254
157657,2.24242
157658,2.10641
157659,2.10641
157660,2.05063
157661,2.05063
157662,2.16219
157663,2.11643
157664,2.10762
157665,2.10762
157666,2.30727
157667,1.90991
157668,1.70833
157669,2.14286
157670,2.14286
157671,2.07715
157672,1.87316
157673,2.05882
157674,1.6875
157675,2.1063
157676,2.1063
157677,2.1063
157678,1.80453
157679,2
157680,2
157681,2.12951
157682,2.42438
157683,2.43417
157684,2.43417
157685,2.49695
157686,2.49695
157687,2.49695
157688,2.56923
157689,2.76923
157690,2.36923
157691,2.34002
157692,2.24803
157693,2.3754
157694,2.3754
157695,1.87676
157696,2
157697,2
157698,1.85622
157699,1.85622
157700,1.99794
157701,1.99794
157702,2.01429
157703,1.98976
157704,2.19064
157705,1.78889
157706,1.71451
157707,1.71451
157708,1.61538
157709,1.61538
157710,1.76408
157711,1.76408
157712,1.85185
157713,1.6763
157714,1.6763
157715,1.6763
157716,1.97765
157717,1.99605
157718,1.99605
157719,2
157720,1.99506
157721,1.99506
157722,1.65782
157723,1.65782
157724,1.65782
157725,1.45833
157726,1.85731
157727,2.3323
157728,2.3323
157729,2.72687
157730,1.93181
157731,1.93181
157732,1.93181
157733,1.95627
157734,1.98309
157735,1.90735
157736,1.90735
157737,1.99016
157738,2
157739,1.98033
157740,1.98033
157741,1.82454
157742,2.84054
157743,2.78738
157744,2.78738
157745,2.33151
157746,3.01532
157747,3.01532
157748,3.28125
157749,2.50021
157750,2.50021
157751,2.50021
157752,2.50021
157753,2.83824
157754,2.83824
157755,2.11874
157756,1.9919
157757,1.97503
157758,1.97503
157759,1.97503
157760,2.06336
157761,2.00314
157762,2.00471
157763,2
157764,2
157765,2.15397
157766,2.15397
157767,2.17817
157768,2.17817
157769,2.16651
157770,2.4734
157771,2.4734
157772,2.01307
157773,1.96364
157774,2.0625
157775,2.0625
157776,2.0625
157777,2.0625
157778,2.14705
157779,2.23476
157780,2.14031
157781,2.04478
157782,1.47802
157783,1.47802
157784,1.47802
157785,1
157786,1.95604
157787,2.27148
157788,2.13122
157789,2.33929
157790,2.02719
157791,2
157792,2.48186
157793,2.91667
157794,2.04706
157795,2.25176
157796,2.27746
157797,2.41791
157798,2.36242
157799,2.18383
157800,2.18383
157801,2.18383
157802,2.13043
157803,2.21053
157804,2
157805,2.42105
157806,2.12516
157807,2.13776
157808,2.03581
157809,2.10811
157810,2.16325
157811,2.39362
157812,2.13034
157813,2.16821
157814,2.16821
157815,2.16821
157816,2.20615
157817,2.08696
157818,2.26575
157819,2.26575
157820,2.31765
157821,2.21385
157822,2.07986
157823,2
157824,2
157825,2
157826,2.23958
157827,2.10416
157828,2.10416
157829,2.10416
157830,2.11411
157831,2.15605
157832,2.15605
157833,2.30769
157834,2.00441
157835,2.08615
157836,2.08615
157837,2.14286
157838,2.0578
157839,2.0578
157840,2.0578
157841,2.03397
157842,1.86461
157843,1.52459
157844,2.03462
157845,2.06923
157846,2.06923
157847,2.06923
157848,2
157849,2.11866
157850,2.11866
157851,2.11866
157852,2.11866
157853,2.11866
157854,1.88564
157855,2.16526
157856,2.16526
157857,2.19298
157858,2
157859,2.25731
157860,3
157861,1.88597
157862,1.88597
157863,2.38113
157864,2.38113
157865,1.3908
157866,2.10943
157867,2.2595
157868,2.2595
157869,2.2595
157870,2.2595
157871,2.09499
157872,1.95039
157873,2.42401
157874,2.65753
157875,2.65753
157876,2.19048
157877,2.19048
157878,2.19048
157879,2.34997
157880,1.97151
